Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A14006_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,ACS21_5yr_B23008001,ACS21_5yr_B23008002,ACS21_5yr_B23008003,ACS21_5yr_B23008004,ACS21_5yr_B23008005,ACS21_5yr_B23008006,ACS21_5yr_B23008007,ACS21_5yr_B23008008,ACS21_5yr_B23008009,ACS21_5yr_B23008010,ACS21_5yr_B23008011,ACS21_5yr_B23008012,ACS21_5yr_B23008013,ACS21_5yr_B23008014,ACS21_5yr_B23008015,ACS21_5yr_B23008016,ACS21_5yr_B23008017,ACS21_5yr_B23008018,ACS21_5yr_B23008019,ACS21_5yr_B23008020,ACS21_5yr_B23008021,ACS21_5yr_B23008022,ACS21_5yr_B23008023,ACS21_5yr_B23008024,ACS21_5yr_B23008025,ACS21_5yr_B23008026,ACS21_5yr_B23008027,ACS21_5yr_B23008001s,ACS21_5yr_B23008002s,ACS21_5yr_B23008003s,ACS21_5yr_B23008004s,ACS21_5yr_B23008005s,ACS21_5yr_B23008006s,ACS21_5yr_B23008007s,ACS21_5yr_B23008008s,ACS21_5yr_B23008009s,ACS21_5yr_B23008010s,ACS21_5yr_B23008011s,ACS21_5yr_B23008012s,ACS21_5yr_B23008013s,ACS21_5yr_B23008014s,ACS21_5yr_B23008015s,ACS21_5yr_B23008016s,ACS21_5yr_B23008017s,ACS21_5yr_B23008018s,ACS21_5yr_B23008019s,ACS21_5yr_B23008020s,ACS21_5yr_B23008021s,ACS21_5yr_B23008022s,ACS21_5yr_B23008023s,ACS21_5yr_B23008024s,ACS21_5yr_B23008025s,ACS21_5yr_B23008026s,ACS21_5yr_B23008027s
"55065","Assembly District 65 (2018), Wisconsin","ACSSF","wi","620","00","0013115",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"065",,,,,,,,,,,,,,"62000US55065","Assembly District 65 (2018)",,,,29422,27418,2004,54261,57147,57147,39318,6971,363,600,114,2693,7088,57147,44909,33939,6793,181,600,110,365,2921,12238,5379,178,182,0,4,2328,4167,14004,4800,2433,1544,808,67,14,2367,809,530,279,1558,1290,268,9204,4396,3168,989,203,36,4808,1296,1083,213,3512,3100,412,138.7879,94.54546,152.7273,132.7273,110.9091,69.09091,19.39394,195.7576,96.9697,90.90909,32.12121,200.6061,159.3939,136.9697,164.8485,323.0303,270.9091,232.1212,105.4545,56.36364,316.9697,173.9394,171.5152,20.60606,330.9091,313.3333,255.7576
"55066","Assembly District 66 (2018), Wisconsin","ACSSF","wi","620","00","0013116",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"066",,,,,,,,,,,,,,"62000US55066","Assembly District 66 (2018)",,,,26581,25021,1560,44507,55574,55574,31115,15239,330,215,0,2592,6083,55574,41720,24577,14860,266,176,0,133,1708,13854,6538,379,64,39,0,2459,4375,14673,4270,1547,877,639,31,0,2723,490,445,45,2233,1672,561,10403,3318,2333,745,32,208,7085,1722,1537,185,5363,4260,1103,440.606,222.4242,296.9697,267.8788,104.2424,77.57576,9.69697,237.5758,197.5758,194.5455,44.84848,249.0909,198.1818,178.7879,426.0606,483.6364,396.3636,286.6667,98.78788,139.3939,543.6364,323.0303,281.2121,135.7576,465.4546,421.8182,248.4848
"55067","Assembly District 67 (2018), Wisconsin","ACSSF","wi","620","00","0013117",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"067",,,,,,,,,,,,,,"62000US55067","Assembly District 67 (2018)",,,,31192,30217,975,65049,60139,60139,57097,548,171,692,1,188,1442,60139,59336,56718,541,165,692,1,28,1191,803,379,7,6,0,0,160,251,13514,4182,3237,2190,766,197,84,945,225,218,7,720,633,87,9332,6978,5361,1098,385,134,2354,884,851,33,1470,1182,288,455.7576,196.3636,175.1515,143.6364,95.75758,37.57576,40.60606,215.7576,136.3636,121.8182,56.9697,188.4848,179.3939,82.42424,433.9394,401.8182,323.0303,237.5758,106.6667,75.75758,392.1212,283.0303,225.4545,162.4242,322.4243,353.3333,213.9394
"55068","Assembly District 68 (2018), Wisconsin","ACSSF","wi","620","00","0013118",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"068",,,,,,,,,,,,,,"62000US55068","Assembly District 68 (2018)",,,,30823,29795,1028,65202,61221,61221,56975,828,189,832,1,321,2075,61221,59644,56026,730,186,832,0,213,1657,1577,949,98,3,0,1,108,418,14379,4574,3682,2081,1378,165,58,892,321,314,7,571,338,233,9805,7603,5222,2008,237,136,2202,700,610,90,1502,1185,317,403.6364,224.2424,201.2121,174.5455,129.697,10.90909,61.81818,229.0909,163.6364,156.9697,36.36364,190.303,172.1212,119.3939,366.0606,329.697,278.1818,203.6364,133.3333,120.6061,449.697,206.6667,208.4848,68.48485,426.6667,405.4546,309.697
"55069","Assembly District 69 (2018), Wisconsin","ACSSF","wi","620","00","0013119",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"069",,,,,,,,,,,,,,"62000US55069","Assembly District 69 (2018)",,,,28900,28143,757,59746,57143,57143,53310,506,66,606,2,847,1806,57143,54171,51651,332,63,597,0,278,1250,2972,1659,174,3,9,2,569,556,13983,4537,3323,1765,1471,56,31,1214,600,563,37,614,502,112,9446,6956,4655,2083,146,72,2490,909,885,24,1581,1410,171,366.0606,184.8485,154.5455,133.3333,98.18182,50.30303,21.21212,194.5455,98.78788,90.30303,46.06061,186.6667,185.4545,159.3939,320.606,345.4546,298.1818,216.9697,101.2121,104.8485,394.5454,240,216.9697,118.1818,357.5757,324.2424,258.1818
"55070","Assembly District 70 (2018), Wisconsin","ACSSF","wi","620","00","0013120",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"070",,,,,,,,,,,,,,"62000US55070","Assembly District 70 (2018)",,,,29927,29005,922,65849,58061,58061,53773,798,707,742,0,592,1449,58061,56274,52880,782,652,742,0,36,1182,1787,893,16,55,0,0,556,267,12176,3653,2559,1735,744,48,32,1094,486,466,20,608,542,66,8523,5998,4373,1337,151,137,2525,754,691,63,1771,1670,101,311.5151,169.697,208.4848,190.303,174.5455,95.75758,52.72727,211.5152,73.33334,72.12122,15.15152,208.4848,167.2727,150.9091,313.9394,461.8182,436.3636,316.3636,162.4242,99.39394,353.9394,144.2424,126.0606,69.09091,342.4243,306.0606,274.5454
"55071","Assembly District 71 (2018), Wisconsin","ACSSF","wi","620","00","0013121",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"071",,,,,,,,,,,,,,"62000US55071","Assembly District 71 (2018)",,,,32130,30941,1189,61171,57576,57576,52675,536,159,1775,7,912,1512,57576,55602,51876,523,109,1770,7,103,1214,1974,799,13,50,5,0,809,298,10370,3314,2386,1550,544,159,133,928,361,350,11,567,521,46,7056,5089,4110,726,253,0,1967,594,557,37,1373,1306,67,158.7879,135.1515,167.8788,133.3333,91.51515,34.54546,110.9091,169.0909,156.9697,139.3939,108.4848,180.6061,117.5758,165.4545,201.8182,373.3333,303.6364,273.3333,150.9091,149.0909,372.7273,310.303,233.3333,156.3636,382.4243,309.697,314.5454
"55072","Assembly District 72 (2018), Wisconsin","ACSSF","wi","620","00","0013122",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"072",,,,,,,,,,,,,,"62000US55072","Assembly District 72 (2018)",,,,27416,26036,1380,57353,57932,57932,52937,291,188,1008,5,1525,1978,57932,54591,51740,290,88,1008,5,166,1294,3341,1197,1,100,0,0,1359,684,11432,3706,2661,1697,785,100,79,1045,294,242,52,751,477,274,7726,5367,3773,1257,208,129,2359,751,628,123,1608,1347,261,298.1818,173.9394,204.2424,118.1818,163.6364,61.21212,47.87879,156.9697,113.3333,102.4242,32.72727,181.8182,159.3939,161.8182,309.697,418.7879,333.3333,246.0606,79.39394,160,473.3333,227.8788,161.8182,143.0303,418.7879,307.2727,342.4243
"55073","Assembly District 73 (2018), Wisconsin","ACSSF","wi","620","00","0013123",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"073",,,,,,,,,,,,,,"62000US55073","Assembly District 73 (2018)",,,,28459,27268,1191,57934,57886,57886,53132,701,1252,665,16,212,1908,57886,56727,52459,638,1104,665,16,82,1763,1159,673,63,148,0,0,130,145,10170,2982,2119,1420,634,50,15,863,240,179,61,623,547,76,7188,4464,3396,771,189,108,2724,966,859,107,1758,1300,458,241.8182,167.8788,200,165.4545,113.3333,21.21212,28.48485,205.4545,171.5152,153.9394,91.51515,193.3333,176.3636,104.8485,239.3939,349.0909,272.1212,218.7879,124.8485,78.18182,373.9394,204.8485,183.0303,75.75758,361.8182,324.8485,207.8788
"55074","Assembly District 74 (2018), Wisconsin","ACSSF","wi","620","00","0013124",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"074",,,,,,,,,,,,,,"62000US55074","Assembly District 74 (2018)",,,,27843,26656,1187,54956,58667,58667,50594,417,5145,320,109,240,1842,58667,57306,49941,373,4927,317,109,46,1593,1361,653,44,218,3,0,194,249,10197,3029,1822,1069,658,75,20,1207,293,249,44,914,708,206,7168,4550,3143,1038,292,77,2618,747,639,108,1871,1537,334,299.394,163.0303,186.0606,127.8788,129.697,23.0303,64.24242,239.3939,85.45454,80,36.9697,236.9697,221.2121,175.1515,295.7576,332.7273,258.7879,187.2727,123.6364,101.8182,466.6667,205.4545,171.5152,129.697,413.3333,401.2121,273.9394
"55075","Assembly District 75 (2018), Wisconsin","ACSSF","wi","620","00","0013125",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"075",,,,,,,,,,,,,,"62000US55075","Assembly District 75 (2018)",,,,29343,28458,885,56934,58931,58931,55048,829,509,338,7,801,1399,58931,57432,54458,771,472,331,7,119,1274,1499,590,58,37,7,0,682,125,12212,3693,2387,1461,765,108,53,1306,348,348,0,958,881,77,8519,5860,4383,1037,323,117,2659,719,661,58,1940,1753,187,247.8788,160,146.6667,140.6061,93.33334,39.39394,56.9697,219.3939,142.4242,152.1212,33.93939,226.6667,118.7879,176.3636,259.394,460,393.3333,276.9697,134.5455,183.0303,461.2121,226.0606,176.3636,160,424.2424,312.1212,313.3333
"55076","Assembly District 76 (2018), Wisconsin","ACSSF","wi","620","00","0013126",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"076",,,,,,,,,,,,,,"62000US55076","Assembly District 76 (2018)",,,,47669,46153,1516,50411,70041,70041,57400,2933,49,5801,11,506,3341,70041,66644,55478,2854,35,5798,0,32,2447,3397,1922,79,14,3,11,474,894,3658,1406,1057,636,197,224,0,349,44,44,0,305,226,79,2252,1472,1335,132,5,0,780,265,236,29,515,381,134,329.0909,172.7273,152.1212,95.15151,113.3333,76.9697,56.36364,168.4848,79.39394,72.72727,72.12122,163.0303,126.6667,129.697,333.9394,440,357.5757,173.3333,68.48485,123.6364,507.2727,283.6364,243.0303,130.303,463.6364,427.2727,326.6667
"55077","Assembly District 77 (2018), Wisconsin","ACSSF","wi","620","00","0013127",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"077",,,,,,,,,,,,,,"62000US55077","Assembly District 77 (2018)",,,,35215,34366,849,75910,61848,61848,45682,3257,451,6677,8,1088,4685,61848,55943,42971,3191,298,6601,8,182,2692,5905,2711,66,153,76,0,906,1993,11100,3637,2982,2187,644,99,52,655,337,241,96,318,309,9,7463,5133,3649,1294,146,44,2330,575,443,132,1755,1592,163,250.9091,157.5758,212.7273,173.3333,133.9394,109.697,38.78788,224.2424,88.48485,86.06061,13.93939,226.0606,130.9091,202.4242,253.3333,285.4546,304.2424,201.8182,78.18182,97.57576,330.303,187.8788,143.0303,149.0909,313.9394,320,298.1818
"55078","Assembly District 78 (2018), Wisconsin","ACSSF","wi","620","00","0013128",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"078",,,,,,,,,,,,,,"62000US55078","Assembly District 78 (2018)",,,,39462,38377,1085,87770,65595,65595,47706,4529,249,7487,50,1831,3743,65595,59315,44113,4529,231,7460,50,637,2295,6280,3593,0,18,27,0,1194,1448,13758,5671,4375,2820,1481,65,9,1296,569,519,50,727,619,108,8087,5640,4175,1130,261,74,2447,716,645,71,1731,1688,43,399.394,184.8485,158.7879,118.7879,126.6667,53.93939,39.39394,200.6061,121.2121,76.9697,87.87878,193.3333,148.4848,161.8182,329.697,341.8182,243.0303,221.8182,76.9697,116.9697,364.8485,204.8485,158.7879,103.6364,395.7576,345.4546,289.697
"55079","Assembly District 79 (2018), Wisconsin","ACSSF","wi","620","00","0013129",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"079",,,,,,,,,,,,,,"62000US55079","Assembly District 79 (2018)",,,,37864,37025,839,97055,69080,69080,60885,1323,160,2753,182,1046,2731,69080,66024,59508,1269,120,2753,0,548,1826,3056,1377,54,40,0,182,498,905,16949,4777,4071,2932,834,305,0,706,119,84,35,587,370,217,12172,9527,7029,1660,807,31,2645,1006,914,92,1639,1397,242,530.9091,267.8788,150.303,115.7576,54.54546,87.27273,21.21212,265.4546,153.3333,120.6061,104.8485,246.0606,167.2727,184.8485,455.7576,301.2121,193.9394,247.8788,91.51515,148.4848,397.5757,237.5758,171.5152,173.9394,332.7273,300,326.6667
"55080","Assembly District 80 (2018), Wisconsin","ACSSF","wi","620","00","0013130",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"080",,,,,,,,,,,,,,"62000US55080","Assembly District 80 (2018)",,,,37163,36274,889,93044,65719,65719,60419,975,108,1042,3,328,2844,65719,64023,59597,965,94,1013,3,66,2285,1696,822,10,14,29,0,262,559,15718,4082,3588,2745,799,44,0,494,175,169,6,319,289,30,11636,8846,7399,1287,158,2,2790,773,761,12,2017,1906,111,643.0303,264.8485,232.1212,180,110.303,21.21212,22.42424,222.4242,129.0909,115.1515,69.09091,210.9091,189.0909,164.8485,546.6667,490.303,385.4546,296.9697,90.90909,163.6364,489.697,227.2727,210.9091,103.6364,485.4546,406.6667,313.3333
"55081","Assembly District 81 (2018), Wisconsin","ACSSF","wi","620","00","0013131",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"081",,,,,,,,,,,,,,"62000US55081","Assembly District 81 (2018)",,,,33194,32076,1118,70481,61289,61289,56312,914,388,286,13,1050,2326,61289,58280,55033,881,381,286,0,32,1667,3009,1279,33,7,0,13,1018,659,12184,4278,3333,2471,694,165,3,945,254,249,5,691,511,180,7906,5245,4232,792,165,56,2661,911,802,109,1750,1512,238,319.394,200,167.2727,176.9697,77.57576,60.60606,10.90909,195.7576,210.9091,206.6667,85.45454,227.2727,186.0606,227.2727,306.6667,386.0606,312.7273,225.4545,119.3939,113.3333,341.2121,246.0606,213.9394,156.3636,348.4849,313.9394,287.8788
"55082","Assembly District 82 (2018), Wisconsin","ACSSF","wi","620","00","0013132",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"082",,,,,,,,,,,,,,"62000US55082","Assembly District 82 (2018)",,,,30412,29305,1107,79930,60079,60079,48562,2843,300,4089,8,2041,2236,60079,56020,46598,2830,209,4025,8,941,1409,4059,1964,13,91,64,0,1100,827,12327,3650,3120,2237,844,39,0,530,319,319,0,211,121,90,8677,6487,5218,1115,116,38,2190,797,783,14,1393,1230,163,374.5454,260.606,120.6061,94.54546,78.78788,50.90909,49.09091,252.1212,180,158.1818,83.63636,238.7879,195.1515,176.3636,310.9091,423.6364,326.0606,263.0303,148.4848,83.63636,442.4243,270.9091,227.2727,147.8788,403.0303,341.8182,327.2727
"55083","Assembly District 83 (2018), Wisconsin","ACSSF","wi","620","00","0013133",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"083",,,,,,,,,,,,,,"62000US55083","Assembly District 83 (2018)",,,,32921,32025,896,101250,58664,58664,55576,313,172,599,12,542,1450,58664,56001,53809,310,168,551,12,225,926,2663,1767,3,4,48,0,317,524,12751,3329,2859,2491,341,27,0,470,238,230,8,232,147,85,9422,7363,5703,1062,582,16,2059,1014,972,42,1045,953,92,238.1818,318.1818,224.8485,230.303,62.42424,27.27273,49.09091,280.606,194.5455,175.1515,95.75758,247.2727,204.2424,218.1818,341.8182,496.9697,443.0303,234.5455,130.303,202.4242,555.7576,352.1212,372.1212,118.1818,533.9394,421.2121,452.7273
"55084","Assembly District 84 (2018), Wisconsin","ACSSF","wi","620","00","0013134",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"084",,,,,,,,,,,,,,"62000US55084","Assembly District 84 (2018)",,,,32345,31141,1204,74696,58419,58419,48670,1464,198,2145,0,3017,2925,58419,51713,46516,1363,150,2024,0,36,1624,6706,2154,101,48,121,0,2981,1301,10187,3485,2107,1575,491,41,0,1378,250,228,22,1128,1099,29,6702,4816,3840,758,163,55,1886,405,405,0,1481,1387,94,162.4242,128.4848,166.6667,123.6364,143.0303,58.78788,31.51515,220.6061,158.7879,134.5455,110.303,196.9697,168.4848,130.303,175.1515,368.4849,316.9697,177.5758,132.1212,129.0909,358.7879,198.7879,189.0909,143.6364,333.3333,304.8485,232.1212
"55085","Assembly District 85 (2018), Wisconsin","ACSSF","wi","620","00","0013135",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"085",,,,,,,,,,,,,,"62000US55085","Assembly District 85 (2018)",,,,30873,29747,1126,59060,57968,57968,49731,352,185,5012,17,454,2217,57968,55636,48431,324,115,4973,0,40,1753,2332,1300,28,70,39,17,414,464,12462,4365,3055,2312,560,183,0,1310,445,400,45,865,809,56,8097,5497,4422,860,206,9,2600,652,588,64,1948,1775,173,226.6667,169.0909,216.9697,160,29.09091,47.27273,149.0909,236.3636,140.6061,135.1515,51.51515,237.5758,129.0909,192.7273,234.5455,356.9697,237.5758,206.0606,99.39394,221.2121,421.8182,199.3939,130.9091,184.8485,459.394,337.5757,413.9394
"55086","Assembly District 86 (2018), Wisconsin","ACSSF","wi","620","00","0013136",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"086",,,,,,,,,,,,,,"62000US55086","Assembly District 86 (2018)",,,,33776,32729,1047,77895,60985,60985,55790,482,29,2499,77,157,1951,60985,60208,55525,482,29,2499,48,13,1612,777,265,0,0,0,29,144,339,12924,3712,3078,2475,557,46,0,634,162,150,12,472,437,35,9212,7181,5939,1044,172,26,2031,710,590,120,1321,1282,39,591.5151,303.6364,273.3333,281.8182,153.3333,21.21212,21.21212,278.1818,221.8182,220.6061,26.06061,210.9091,175.1515,137.5758,504.2424,481.2121,396.9697,365.4546,90.90909,48.48485,475.7576,203.6364,184.8485,72.12122,413.9394,373.9394,279.394
"55087","Assembly District 87 (2018), Wisconsin","ACSSF","wi","620","00","0013137",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"087",,,,,,,,,,,,,,"62000US55087","Assembly District 87 (2018)",,,,27914,26653,1261,54360,56643,56643,51187,192,2851,215,43,419,1736,56643,55214,50530,171,2766,196,43,113,1395,1429,657,21,85,19,0,306,341,11868,3544,2594,1540,935,83,36,950,393,330,63,557,430,127,8324,5986,4031,1485,395,75,2338,931,888,43,1407,1109,298,516.3636,270.303,189.0909,179.3939,89.69697,22.42424,21.21212,250.9091,190.9091,190.9091,29.69697,176.3636,160,149.697,392.1212,373.3333,340,205.4545,72.12122,50.90909,423.6364,154.5455,134.5455,87.27273,423.6364,346.0606,340
"55088","Assembly District 88 (2018), Wisconsin","ACSSF","wi","620","00","0013138",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"088",,,,,,,,,,,,,,"62000US55088","Assembly District 88 (2018)",,,,34938,34043,895,72074,63109,63109,52147,1083,392,2954,0,2381,4152,63109,56490,49967,997,392,2954,0,98,2082,6619,2180,86,0,0,0,2283,2070,14537,3760,2769,2340,367,62,0,991,177,168,9,814,534,280,10777,7531,6363,932,182,54,3246,1186,1186,0,2060,1712,348,440,218.1818,150.9091,144.8485,45.45454,33.33333,21.21212,213.9394,159.3939,153.3333,54.54546,178.7879,168.4848,153.3333,433.3333,428.4849,381.8182,192.7273,183.6364,101.2121,481.8182,299.394,292.7273,78.18182,452.1212,379.394,300
"55089","Assembly District 89 (2018), Wisconsin","ACSSF","wi","620","00","0013139",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"089",,,,,,,,,,,,,,"62000US55089","Assembly District 89 (2018)",,,,32230,31242,988,71009,59786,59786,56197,729,511,301,0,512,1536,59786,58155,55623,681,387,253,0,81,1130,1631,574,48,124,48,0,431,406,13217,3994,3022,2179,837,6,0,972,338,338,0,634,432,202,9223,6505,5460,893,76,76,2718,913,853,60,1805,1431,374,318.1818,164.2424,154.5455,141.8182,88.48485,27.87879,20.60606,170.303,155.7576,141.2121,78.78788,150.303,131.5152,137.5758,321.8182,343.6364,267.2727,183.0303,67.27273,113.3333,372.7273,261.8182,237.5758,98.78788,390.303,376.9697,278.7879
"55090","Assembly District 90 (2018), Wisconsin","ACSSF","wi","620","00","0013140",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"090",,,,,,,,,,,,,,"62000US55090","Assembly District 90 (2018)",,,,31460,29913,1547,48362,58336,58336,40767,3501,1561,2081,35,4376,6015,58336,46002,36021,3462,1203,2006,25,65,3220,12334,4746,39,358,75,10,4311,2795,14067,5367,2704,1598,955,64,87,2663,1082,981,101,1581,1380,201,8700,4696,3045,1345,236,70,4004,1105,1020,85,2899,1853,1046,276.3636,207.8788,193.9394,169.697,124.8485,31.51515,30.90909,212.1212,215.7576,212.7273,31.51515,206.0606,181.2121,170.303,298.7879,401.8182,328.4849,284.8485,76.9697,198.7879,364.2424,252.7273,200,150.303,430.9091,384.8485,343.0303
"55091","Assembly District 91 (2018), Wisconsin","ACSSF","wi","620","00","0013141",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"091",,,,,,,,,,,,,,"62000US55091","Assembly District 91 (2018)",,,,35697,34288,1409,59582,60606,60606,53184,943,149,3418,457,251,2204,60606,58646,52234,838,146,3418,457,0,1553,1960,950,105,3,0,0,251,651,10170,3352,2383,1847,471,47,18,969,333,333,0,636,585,51,6818,4189,3569,505,82,33,2629,1181,1157,24,1448,1254,194,302.4243,164.2424,200.6061,172.1212,115.7576,21.21212,21.21212,211.5152,160,160,30.30303,220,172.1212,167.2727,288.4849,330.9091,296.3636,194.5455,126.0606,67.87878,402.4243,215.1515,206.0606,65.45454,410.303,353.3333,261.8182
"55092","Assembly District 92 (2018), Wisconsin","ACSSF","wi","620","00","0013142",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"092",,,,,,,,,,,,,,"62000US55092","Assembly District 92 (2018)",,,,29910,28951,959,61641,58830,58830,53367,601,1165,217,46,1956,1478,58830,54970,51888,569,1097,213,11,78,1114,3860,1479,32,68,4,35,1878,364,12969,4136,3100,1925,1071,73,31,1036,366,326,40,670,557,113,8833,6481,4767,1487,169,58,2352,861,751,110,1491,1206,285,415.1515,218.7879,180.6061,110.303,163.6364,21.21212,35.15152,195.1515,126.6667,124.8485,21.21212,195.7576,161.8182,140.6061,353.3333,335.7576,282.4243,193.3333,92.12122,81.81818,410.9091,320.606,264.8485,161.2121,386.0606,281.2121,261.8182
"55093","Assembly District 93 (2018), Wisconsin","ACSSF","wi","620","00","0013143",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"093",,,,,,,,,,,,,,"62000US55093","Assembly District 93 (2018)",,,,32685,31786,899,80006,59498,59498,56549,283,94,434,12,316,1810,59498,58205,55960,257,84,434,11,54,1405,1293,589,26,10,0,1,262,405,13061,3826,3007,2299,630,73,5,819,342,324,18,477,356,121,9235,7604,6306,1012,257,29,1631,756,725,31,875,796,79,638.1818,311.5151,253.3333,196.9697,122.4242,158.1818,21.21212,263.6364,121.2121,107.2727,61.81818,249.0909,193.3333,165.4545,560.6061,479.394,455.7576,166.0606,119.3939,99.39394,532.1212,265.4546,255.7576,106.0606,480,401.2121,276.9697
"55094","Assembly District 94 (2018), Wisconsin","ACSSF","wi","620","00","0013144",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"094",,,,,,,,,,,,,,"62000US55094","Assembly District 94 (2018)",,,,33391,32584,807,79749,61865,61865,55516,779,134,3001,23,406,2006,61865,60572,54912,779,112,3001,23,55,1690,1293,604,0,22,0,0,351,316,14621,4083,3323,2288,986,49,0,760,255,232,23,505,456,49,10538,8473,6663,1325,420,65,2065,476,454,22,1589,1515,74,640,330.303,213.9394,143.0303,152.7273,77.57576,20,290.9091,84.84849,84.84849,21.21212,301.2121,224.2424,172.7273,532.1212,357.5757,305.4546,181.2121,110.303,32.72727,546.6667,233.9394,209.0909,83.63636,496.9697,462.4243,199.3939
"55095","Assembly District 95 (2018), Wisconsin","ACSSF","wi","620","00","0013145",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"095",,,,,,,,,,,,,,"62000US55095","Assembly District 95 (2018)",,,,31887,30881,1006,49005,58426,58426,52670,1197,211,2251,15,374,1708,58426,57156,52044,1190,144,2241,15,45,1477,1270,626,7,67,10,0,329,231,8699,3267,2275,1510,607,158,0,992,415,385,30,577,567,10,5432,3236,2604,596,36,0,2196,664,629,35,1532,1454,78,552.7273,279.394,211.5152,168.4848,139.3939,21.21212,21.21212,252.1212,177.5758,177.5758,21.21212,214.5455,166.6667,147.8788,449.697,375.7576,375.7576,199.3939,33.93939,73.93939,452.7273,325.4546,289.0909,132.7273,402.4243,389.0909,245.4545
"55096","Assembly District 96 (2018), Wisconsin","ACSSF","wi","620","00","0013146",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,"096",,,,,,,,,,,,,,"62000US55096","Assembly District 96 (2018)",,,,26671,26036,635,58835,58509,58509,55403,474,66,213,11,654,1688,58509,56703,54705,452,42,208,11,43,1242,1806,698,22,24,5,0,611,446,14468,4444,3631,1775,1030,228,598,813,303,278,25,510,374,136,10024,7623,4899,1542,326,856,2401,832,748,84,1569,1249,320,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909
