Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A14006_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,ACS21_5yr_B23008001,ACS21_5yr_B23008002,ACS21_5yr_B23008003,ACS21_5yr_B23008004,ACS21_5yr_B23008005,ACS21_5yr_B23008006,ACS21_5yr_B23008007,ACS21_5yr_B23008008,ACS21_5yr_B23008009,ACS21_5yr_B23008010,ACS21_5yr_B23008011,ACS21_5yr_B23008012,ACS21_5yr_B23008013,ACS21_5yr_B23008014,ACS21_5yr_B23008015,ACS21_5yr_B23008016,ACS21_5yr_B23008017,ACS21_5yr_B23008018,ACS21_5yr_B23008019,ACS21_5yr_B23008020,ACS21_5yr_B23008021,ACS21_5yr_B23008022,ACS21_5yr_B23008023,ACS21_5yr_B23008024,ACS21_5yr_B23008025,ACS21_5yr_B23008026,ACS21_5yr_B23008027,ACS21_5yr_B23008001s,ACS21_5yr_B23008002s,ACS21_5yr_B23008003s,ACS21_5yr_B23008004s,ACS21_5yr_B23008005s,ACS21_5yr_B23008006s,ACS21_5yr_B23008007s,ACS21_5yr_B23008008s,ACS21_5yr_B23008009s,ACS21_5yr_B23008010s,ACS21_5yr_B23008011s,ACS21_5yr_B23008012s,ACS21_5yr_B23008013s,ACS21_5yr_B23008014s,ACS21_5yr_B23008015s,ACS21_5yr_B23008016s,ACS21_5yr_B23008017s,ACS21_5yr_B23008018s,ACS21_5yr_B23008019s,ACS21_5yr_B23008020s,ACS21_5yr_B23008021s,ACS21_5yr_B23008022s,ACS21_5yr_B23008023s,ACS21_5yr_B23008024s,ACS21_5yr_B23008025s,ACS21_5yr_B23008026s,ACS21_5yr_B23008027s
"55011","State Senate District 11 (2018), Wisconsin","ACSSF","wi","610","00","0012872",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"011",,,,,,,,,,,,,,,"61000US55011","State Senate District 11 (2018)",,,,96441,92967,3474,75030,176837,176837,159908,1960,450,1264,37,5394,7824,176837,160070,152784,1822,269,1255,24,198,3718,16767,7124,138,181,9,13,5196,4106,36688,10138,7679,5675,1832,110,62,2459,925,866,59,1534,1351,183,26550,18851,14806,3195,639,211,7699,2456,2384,72,5243,4530,713,409.0909,330.9091,329.0909,340,236.9697,100,124.2424,219.3939,164.8485,163.6364,28.48485,170.9091,147.2727,95.15151,370.303,458.7879,446.0606,318.1818,107.8788,81.21212,372.1212,215.7576,197.5758,67.87878,347.2727,340.606,86.06061
"55012","State Senate District 12 (2018), Wisconsin","ACSSF","wi","610","00","0012873",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"012",,,,,,,,,,,,,,,"61000US55012","State Senate District 12 (2018)",,,,81728,78294,3434,58745,174162,174162,160649,803,6344,593,13,662,5098,174162,170211,158467,767,5880,560,13,331,4193,3951,2182,36,464,33,0,331,905,30536,9115,6458,4374,1772,179,133,2657,895,796,99,1762,1330,432,21421,14692,10841,3108,608,135,6729,2119,1694,425,4610,3847,763,183.0303,158.7879,193.9394,189.697,132.1212,40.60606,25.45455,192.7273,109.0909,94.54546,38.78788,187.8788,177.5758,57.57576,203.6364,284.8485,318.1818,206.6667,84.84849,57.57576,346.0606,160.6061,161.2121,65.45454,300.606,260,167.2727
"55013","State Senate District 13 (2018), Wisconsin","ACSSF","wi","610","00","0012874",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"013",,,,,,,,,,,,,,,"61000US55013","State Senate District 13 (2018)",,,,101944,98336,3608,77430,180696,180696,167056,2536,335,1839,39,2089,6802,180696,170416,161840,2470,243,1682,12,287,3882,10280,5216,66,92,157,27,1802,2920,38232,11492,9112,6252,2467,359,34,2380,609,587,22,1771,1390,381,26740,19112,15329,3008,650,125,7628,2367,2251,116,5261,4736,525,664.8485,500.606,441.2121,381.2121,296.3636,186.6667,30.30303,326.6667,238.7879,223.6364,81.21212,238.7879,232.7273,81.21212,551.5151,534.5455,479.394,279.394,84.84849,43.0303,491.5151,295.7576,286.0606,76.36364,440,419.394,106.0606
"55014","State Senate District 14 (2018), Wisconsin","ACSSF","wi","610","00","0012875",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"014",,,,,,,,,,,,,,,"61000US55014","State Senate District 14 (2018)",,,,86743,84097,2646,64603,171438,171438,159893,2919,637,1179,29,1878,4903,171438,163696,155732,2784,483,1165,22,328,3182,7742,4161,135,154,14,7,1550,1721,33419,9144,6634,4255,1977,290,112,2510,957,917,40,1553,1331,222,24275,17597,13119,3596,713,169,6678,2142,1845,297,4536,3774,762,620,379.394,378.1818,380.606,220.6061,124.2424,2.424242,207.8788,81.21212,76.9697,33.93939,190.9091,149.697,143.0303,593.3333,580.6061,603.0303,337.5757,242.4242,38.18182,491.5151,292.7273,271.5151,101.2121,412.7273,371.5151,166.0606
"55015","State Senate District 15 (2018), Wisconsin","ACSSF","wi","610","00","0012876",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"015",,,,,,,,,,,,,,,"61000US55015","State Senate District 15 (2018)",,,,93183,88973,4210,63234,175476,175476,150168,7515,461,2011,73,6717,8531,175476,159898,144639,7318,371,1973,61,305,5231,15578,5529,197,90,38,12,6412,3300,36770,12077,7605,4993,2211,305,96,4472,1181,1106,75,3291,2623,668,24693,16205,11934,3082,796,393,8488,1967,1786,181,6521,5567,954,711.5151,464.2424,472.7273,380,269.697,54.54546,13.33333,313.3333,224.8485,223.6364,22.42424,243.0303,241.8182,67.27273,624.8485,626.0606,630.9091,294.5454,270.9091,54.54546,467.2727,303.6364,303.0303,24.24242,396.9697,395.7576,113.3333
"55016","State Senate District 16 (2018), Wisconsin","ACSSF","wi","610","00","0012877",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"016",,,,,,,,,,,,,,,"61000US55016","State Senate District 16 (2018)",,,,108375,106024,2351,75735,190624,190624,152577,14405,317,8798,132,3123,11272,190624,176614,145418,14033,289,8779,132,285,7678,14010,7159,372,28,19,0,2838,3594,41227,14120,10581,8234,2052,215,80,3539,881,881,0,2658,2178,480,27107,16764,12944,3337,439,44,10343,2707,2618,89,7636,6687,949,293.9394,240,270.303,258.7879,160.6061,91.51515,15.75758,188.4848,110.9091,107.8788,49.09091,160,170.9091,51.51515,335.7576,345.4546,410.9091,293.9394,121.2121,33.93939,421.2121,236.3636,220.6061,70.30303,355.7576,320,114.5455
"55017","State Senate District 17 (2018), Wisconsin","ACSSF","wi","610","00","0012878",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"017",,,,,,,,,,,,,,,"61000US55017","State Senate District 17 (2018)",,,,88511,86047,2464,61573,173130,173130,163594,1996,858,1098,10,1599,3975,173130,167911,160899,1975,732,1095,8,247,2955,5219,2695,21,126,3,2,1352,1020,36789,11394,8465,5128,2749,243,345,2929,1070,999,71,1859,1448,411,25395,18733,13345,3794,732,862,6662,2194,2055,139,4468,3847,621,647.2727,416.9697,495.1515,418.1818,291.5151,52.12121,50.90909,398.1818,241.2121,241.2121,47.27273,333.9394,278.7879,224.2424,544.8485,606.0606,626.6667,330.9091,93.93939,80.60606,552.1212,415.7576,413.3333,57.57576,466.0606,403.0303,295.7576
"55018","State Senate District 18 (2018), Wisconsin","ACSSF","wi","610","00","0012879",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"018",,,,,,,,,,,,,,,"61000US55018","State Senate District 18 (2018)",,,,93155,90223,2932,63445,175230,175230,157533,5210,635,4448,268,1796,5340,175230,166626,152108,5053,596,4397,268,277,3927,8604,5425,157,39,51,0,1519,1413,33431,10800,7029,5397,1488,144,0,3771,1461,1329,132,2310,1800,510,22631,15922,12164,2900,822,36,6709,2392,2241,151,4317,3662,655,398.1818,258.7879,307.8788,342.4243,163.0303,56.9697,18.18182,183.0303,120,116.9697,26.06061,149.697,148.4848,57.57576,381.2121,481.8182,431.5151,235.7576,71.51515,33.33333,400,309.0909,305.4546,38.18182,302.4243,291.5151,113.9394
"55019","State Senate District 19 (2018), Wisconsin","ACSSF","wi","610","00","0012880",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"019",,,,,,,,,,,,,,,"61000US55019","State Senate District 19 (2018)",,,,102446,99325,3121,69774,183840,183840,161006,3812,808,7796,59,3200,7159,183840,173687,156351,3646,764,7731,54,233,4908,10153,4655,166,44,65,5,2967,2251,40720,13270,9701,7055,2397,241,8,3569,1192,1059,133,2377,1975,402,27450,19567,15459,3348,583,177,7883,2222,2098,124,5661,4647,1014,234.5455,188.4848,239.3939,213.3333,214.5455,98.18182,101.8182,190.9091,124.8485,124.2424,30.30303,163.6364,152.7273,49.09091,248.4848,433.9394,494.5454,295.7576,133.3333,135.1515,431.5151,215.1515,215.1515,41.21212,412.7273,403.0303,92.12122
"55020","State Senate District 20 (2018), Wisconsin","ACSSF","wi","610","00","0012881",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"020",,,,,,,,,,,,,,,"61000US55020","State Senate District 20 (2018)",,,,97875,94730,3145,79696,175625,175625,164151,2299,483,1508,93,1703,5388,175625,169772,162269,2212,351,1508,80,184,3168,5853,1882,87,132,0,13,1519,2220,36258,10423,8451,6129,2176,142,4,1972,574,536,38,1398,1228,170,25835,19590,15735,3317,440,98,6245,1983,1883,100,4262,3940,322,638.7879,340.606,343.6364,335.1515,235.7576,35.75758,13.33333,189.0909,130.303,123.6364,26.66667,158.1818,147.8788,107.2727,604.8485,586.6667,509.0909,353.3333,86.06061,47.87879,472.1212,250.9091,250.9091,53.93939,389.0909,325.4546,227.2727
"55021","State Senate District 21 (2018), Wisconsin","ACSSF","wi","610","00","0012882",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"021",,,,,,,,,,,,,,,"61000US55021","State Senate District 21 (2018)",,,,94767,91042,3725,82359,177436,177436,157435,6385,537,2310,260,2974,7535,177436,161812,148097,6259,314,2295,260,361,4226,15624,9338,126,223,15,0,2613,3309,35578,10675,7406,4937,2362,58,49,3269,1053,995,58,2216,1872,344,24903,17887,13906,3384,456,141,7016,2132,1989,143,4884,4512,372,392.1212,166.0606,156.3636,101.8182,153.9394,14.54545,25.45455,70.90909,53.93939,53.93939,11.51515,38.78788,36.36364,9.69697,306.6667,276.3636,241.8182,206.6667,29.09091,6.060606,153.9394,115.1515,115.1515,11.51515,100,99.39394,16.9697
"55022","State Senate District 22 (2018), Wisconsin","ACSSF","wi","610","00","0012883",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"022",,,,,,,,,,,,,,,"61000US55022","State Senate District 22 (2018)",,,,87706,82389,5317,54652,171480,171480,115918,27462,956,3094,114,7044,16892,171480,136512,99114,26813,505,3009,110,612,6349,34968,16804,649,451,85,4,6432,10543,41181,12810,6626,3958,2445,195,28,6184,1606,1205,401,4578,3608,970,28371,13914,10001,3120,469,324,14457,3525,3127,398,10932,9274,1658,169.0909,107.8788,106.6667,109.0909,66.66666,40.60606,11.51515,69.09091,47.87879,47.27273,5.454545,50.30303,50.30303,11.51515,140.6061,163.6364,173.9394,136.9697,80,24.84848,111.5152,50.30303,49.69697,9.69697,104.2424,84.84849,43.63636
"55023","State Senate District 23 (2018), Wisconsin","ACSSF","wi","610","00","0012884",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"023",,,,,,,,,,,,,,,"61000US55023","State Senate District 23 (2018)",,,,90915,88155,2760,62982,178503,178503,167382,1882,426,2130,4,1356,5323,178503,173151,164395,1603,414,2121,1,519,4098,5352,2987,279,12,9,3,837,1225,41876,13293,10242,6036,3615,418,173,3051,1146,1095,51,1905,1473,432,28583,21537,15238,5189,768,342,7046,2493,2346,147,4553,3777,776,134.5455,106.6667,103.0303,82.42424,38.18182,93.33334,11.51515,45.45454,32.12121,31.51515,6.666667,42.42424,41.81818,10.90909,126.6667,140,135.1515,71.51515,11.51515,7.272727,112.7273,78.18182,66.66666,30.90909,90.30303,90.90909,9.69697
"55024","State Senate District 24 (2018), Wisconsin","ACSSF","wi","610","00","0012885",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"024",,,,,,,,,,,,,,,"61000US55024","State Senate District 24 (2018)",,,,89473,85982,3491,61327,173569,173569,159385,1625,1054,3525,12,3029,4939,173569,166467,156496,1595,849,3520,12,305,3690,7102,2889,30,205,5,0,2724,1249,33978,10673,7606,4982,2073,307,244,3067,1141,1058,83,1926,1540,386,23305,16454,12256,3320,612,266,6851,2099,1876,223,4752,4323,429,349.0909,237.5758,205.4545,208.4848,66.06061,11.51515,6.666667,102.4242,69.09091,69.09091,11.51515,67.87878,63.0303,16.9697,231.5152,227.2727,215.7576,101.2121,7.878788,23.63636,170.303,82.42424,79.39394,14.54545,156.9697,152.7273,23.63636
"55025","State Senate District 25 (2018), Wisconsin","ACSSF","wi","610","00","0012886",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"025",,,,,,,,,,,,,,,"61000US55025","State Senate District 25 (2018)",,,,85645,82382,3263,56521,175484,175484,158774,1947,6906,1323,132,1253,5149,175484,171465,156858,1782,6503,1313,132,247,4630,4019,1916,165,403,10,0,1006,519,32579,9704,6328,3950,2057,233,88,3376,881,776,105,2495,2136,359,22875,14874,10922,2846,804,302,8001,2432,2159,273,5569,4590,979,323.0303,112.7273,103.6364,100,61.81818,11.51515,11.51515,85.45454,36.9697,36.9697,11.51515,72.72727,42.42424,63.0303,298.7879,304.8485,319.394,112.1212,29.69697,15.15152,176.9697,53.33333,53.33333,9.090909,169.0909,79.39394,148.4848
"55026","State Senate District 26 (2018), Wisconsin","ACSSF","wi","610","00","0012887",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,"026",,,,,,,,,,,,,,,"61000US55026","State Senate District 26 (2018)",,,,122346,118896,3450,70222,197484,197484,150788,10719,749,19965,69,3425,11769,197484,181902,142562,10574,564,19859,58,851,7434,15582,8226,145,185,106,11,2574,4335,28516,10714,8414,5643,2322,388,61,2300,950,804,146,1350,1154,196,17802,12245,9159,2556,412,118,5557,1556,1324,232,4001,3661,340,326.6667,186.6667,194.5455,162.4242,112.7273,46.66667,13.93939,145.4545,38.78788,38.78788,13.93939,133.9394,104.2424,89.69697,261.2121,276.3636,264.2424,135.1515,50.30303,27.87879,135.7576,69.69697,69.69697,13.93939,129.0909,128.4848,16.9697
