"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total","Total: Under 6 Years","Total: Under 6 Years: Living With Two Parents","Total: Under 6 Years: Living With Two Parents: Both Parents In Labor Force","Total: Under 6 Years: Living With Two Parents: Father Only In Labor Force","Total: Under 6 Years: Living With Two Parents: Mother Only In Labor Force","Total: Under 6 Years: Living With Two Parents: Neither Parent In Labor Force","Total:  Living With One Parent","Total:  Living With One Parent: Living With Father","Total:  Living With One Parent: Living With Father: In Labor Force","Total:  Living With One Parent: Living With Father: Not In Labor Force","Total:   Living With Mother","Total:   Living With Mother: In Labor Force","Total:   Living With Mother: Not In Labor Force","Total: 6 To 17 Years","Total: 6 To 17 Years: Living With Two Parents","Total: 6 To 17 Years: Living With Two Parents: Both Parents In Labor Force","Total: 6 To 17 Years: Living With Two Parents: Father Only In Labor Force","Total: 6 To 17 Years: Living With Two Parents: Mother Only In Labor Force","Total: 6 To 17 Years: Living With Two Parents: Neither Parent In Labor Force","Total:  Living With One Parent","Total:  Living With One Parent: Living With Father","Total:  Living With One Parent: Living With Father: In Labor Force","Total:  Living With One Parent: Living With Father: Not In Labor Force","Total:   Living With Mother","Total:   Living With Mother: In Labor Force","Total:   Living With Mother: Not In Labor Force","Std. Error: Total","Std. Error: Total: Under 6 Years","Std. Error: Total: Under 6 Years: Living With Two Parents","Std. Error: Total: Under 6 Years: Living With Two Parents: Both Parents In Labor Force","Std. Error: Total: Under 6 Years: Living With Two Parents: Father Only In Labor Force","Std. Error: Total: Under 6 Years: Living With Two Parents: Mother Only In Labor Force","Std. Error: Total: Under 6 Years: Living With Two Parents: Neither Parent In Labor Force","Std. Error: Total:  Living With One Parent","Std. Error: Total:  Living With One Parent: Living With Father","Std. Error: Total:  Living With One Parent: Living With Father: In Labor Force","Std. Error: Total:  Living With One Parent: Living With Father: Not In Labor Force","Std. Error: Total:   Living With Mother","Std. Error: Total:   Living With Mother: In Labor Force","Std. Error: Total:   Living With Mother: Not In Labor Force","Std. Error: Total: 6 To 17 Years","Std. Error: Total: 6 To 17 Years: Living With Two Parents","Std. Error: Total: 6 To 17 Years: Living With Two Parents: Both Parents In Labor Force","Std. Error: Total: 6 To 17 Years: Living With Two Parents: Father Only In Labor Force","Std. Error: Total: 6 To 17 Years: Living With Two Parents: Mother Only In Labor Force","Std. Error: Total: 6 To 17 Years: Living With Two Parents: Neither Parent In Labor Force","Std. Error: Total:  Living With One Parent","Std. Error: Total:  Living With One Parent: Living With Father","Std. Error: Total:  Living With One Parent: Living With Father: In Labor Force","Std. Error: Total:  Living With One Parent: Living With Father: Not In Labor Force","Std. Error: Total:   Living With Mother","Std. Error: Total:   Living With Mother: In Labor Force","Std. Error: Total:   Living With Mother: Not In Labor Force"
"55039","Fond du Lac County, Wisconsin","ACSSF","wi","050","00","0000032",,,,,"55","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County",,,,55951,53991,1960,103890,98029,91705,1766,296,1497,88,394,2283,5861,3194,7,30,51,0,1269,1310,66390,72620,5647,66973,40841,16679,5410,1224,414,103890,21315,6284,4336,3412,839,85,0,1948,495,486,9,1453,1195,258,15031,10886,8784,1870,219,13,4145,1189,1014,175,2956,2768,188,55.15152,49.69697,75.15151,70.90909,71.51515,4.848485,34.54546,62.42424,22.42424,22.42424,9.090909,56.36364,46.66667,20,64.24242,112.1212,101.8182,101.2121,6.666667,5.454545,110.9091,63.63636,56.36364,21.81818,100.6061,101.8182,40
"55041","Forest County, Wisconsin","ACSSF","wi","050","00","0000033",,,,,"55","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55041","Forest County",,,,3935,3748,187,9184,8919,7137,46,1134,20,0,31,551,265,111,0,34,32,0,45,43,51959,6621,665,5956,3351,996,243,24,6,9184,1711,532,348,251,75,16,6,184,50,48,2,134,61,73,1179,708,422,212,72,2,471,164,145,19,307,250,57,69.69697,79.39394,95.75758,89.09091,69.69697,13.33333,32.72727,55.75758,29.69697,29.69697,10.30303,50.30303,47.27273,22.42424,84.84849,111.5152,105.4545,66.66666,50.90909,15.15152,105.4545,54.54546,52.12121,9.69697,98.18182,92.72727,24.24242
"55043","Grant County, Wisconsin","ACSSF","wi","050","00","0000034",,,,,"55","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55043","Grant County",,,,27316,26546,770,52210,51205,49256,826,36,456,1,87,543,1005,679,3,21,0,0,94,208,58289,32445,2497,29948,18925,7741,2867,901,490,52210,10623,3423,2750,1785,778,85,102,673,202,194,8,471,350,121,7200,5339,4035,977,173,154,1861,508,479,29,1353,1258,95,112.1212,121.2121,163.6364,149.697,112.7273,40.60606,12.72727,139.3939,91.51515,91.51515,13.33333,121.2121,115.1515,84.24242,126.0606,255.1515,286.0606,167.8788,61.21212,52.72727,253.9394,119.3939,116.3636,22.42424,250.303,224.8485,166.6667
"55045","Green County, Wisconsin","ACSSF","wi","050","00","0000035",,,,,"55","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55045","Green County",,,,20592,19901,691,37098,35850,34757,171,22,114,0,23,763,1248,639,0,0,0,0,433,176,70267,26347,1889,24458,15377,6450,2091,627,225,37098,7752,2270,1560,1105,398,44,13,710,246,246,0,464,407,57,5482,3810,2945,726,85,54,1672,660,651,9,1012,946,66,149.697,179.3939,226.6667,210.303,155.1515,83.0303,4.848485,177.5758,98.18182,98.78788,41.21212,158.1818,158.7879,53.93939,185.4545,312.7273,376.3636,286.0606,100,28.48485,334.5454,199.3939,178.7879,68.48485,273.9394,265.4546,67.27273
"55047","Green Lake County, Wisconsin","ACSSF","wi","050","00","0000036",,,,,"55","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55047","Green Lake County",,,,9315,8999,316,18990,17972,17361,190,32,60,0,30,299,1018,629,2,0,0,0,163,224,60597,13382,1256,12126,6951,2885,972,300,67,18990,4111,1257,905,478,322,45,60,352,82,82,0,270,231,39,2854,1921,1161,434,216,110,933,405,303,102,528,315,213,116.3636,103.6364,175.7576,99.39394,147.2727,9.69697,6.666667,138.7879,70.30303,69.69697,7.272727,133.9394,62.42424,135.1515,120.6061,182.4242,186.0606,73.93939,27.27273,31.51515,159.3939,81.21212,78.78788,15.75758,130.303,132.7273,80
"55049","Iowa County, Wisconsin","ACSSF","wi","050","00","0000037",,,,,"55","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55049","Iowa County",,,,13135,12881,254,23715,23229,22220,225,20,167,0,30,567,486,281,1,3,0,0,77,124,73716,16732,696,16036,10261,4438,1513,427,147,23715,5181,1585,1167,851,278,28,10,418,152,143,9,266,194,72,3596,2771,2350,338,32,51,825,364,335,29,461,400,61,42.42424,33.93939,35.75758,40,22.42424,21.21212,1.818182,31.51515,20.60606,20,8.484848,26.06061,25.45455,15.15152,45.45454,61.21212,66.66666,36.36364,28.48485,5.454545,51.51515,32.12121,23.63636,20.60606,39.39394,43.0303,23.63636
"55051","Iron County, Wisconsin","ACSSF","wi","050","00","0000038",,,,,"55","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55051","Iron County",,,,2795,2652,143,6074,5983,5772,8,46,32,0,0,125,91,49,0,0,0,0,22,20,48908,4857,208,4649,3055,1117,308,61,25,6074,856,253,110,72,38,0,0,143,89,80,9,54,50,4,603,323,275,23,25,0,280,92,90,2,188,147,41,47.27273,28.48485,7.878788,7.272727,5.454545,3.030303,5.454545,29.09091,33.33333,32.12121,18.78788,46.66667,43.63636,30.90909,53.33333,73.93939,44.84848,51.51515,26.66667,10.30303,70.90909,61.21212,44.84848,53.33333,67.27273,63.63636,47.87879
"55053","Jackson County, Wisconsin","ACSSF","wi","050","00","0000039",,,,,"55","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55053","Jackson County",,,,9991,9481,510,21004,20210,17968,350,1049,112,11,45,675,794,244,19,41,3,0,311,176,59422,14875,1411,13464,7178,2390,824,152,59,21004,4356,1411,942,580,306,30,26,469,199,179,20,270,233,37,2945,2118,1509,505,73,31,827,326,272,54,501,405,96,761.2121,612.1212,797.5757,614.5455,554.5455,198.7879,124.8485,853.3333,646.6667,634.5455,146.0606,853.3333,896.9697,566.0606,849.697,1232.121,1068.485,778.1818,266.6667,416.3636,1230.303,711.5151,703.6364,248.4848,1122.424,1115.151,770.303
"55055","Jefferson County, Wisconsin","ACSSF","wi","050","00","0000040",,,,,"55","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County",,,,48086,46323,1763,84808,78467,75391,663,59,448,17,48,1841,6341,2900,131,81,0,16,2084,1129,71735,59256,4457,54799,35965,16302,4922,1276,474,84808,17148,5029,3631,2838,753,40,0,1398,251,238,13,1147,845,302,12119,8330,6567,1503,145,115,3789,870,782,88,2919,2560,359,76.36364,79.39394,145.4545,122.4242,111.5152,16.9697,56.9697,115.7576,113.9394,113.9394,5.454545,72.72727,66.66666,24.84848,104.8485,265.4546,244.8485,185.4545,32.12121,49.69697,263.0303,120.6061,120,21.81818,250.9091,244.8485,51.51515
"55057","Juneau County, Wisconsin","ACSSF","wi","050","00","0000041",,,,,"55","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55057","Juneau County",,,,12787,12231,556,26595,25722,23904,627,194,143,7,11,836,873,428,8,28,0,0,319,90,58561,19542,1888,17654,9697,3025,905,223,56,26595,5046,1592,1078,601,450,27,0,514,184,179,5,330,288,42,3454,2643,1898,548,187,10,811,229,214,15,582,485,97,72.72727,75.15151,74.54546,91.51515,53.93939,4.848485,20,53.93939,34.54546,32.12121,10.90909,46.66667,44.84848,15.75758,87.87878,138.7879,144.8485,75.75758,38.78788,33.33333,138.1818,104.8485,95.75758,26.06061,129.0909,109.0909,84.24242
"55059","Kenosha County, Wisconsin","ACSSF","wi","050","00","0000042",,,,,"55","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County",,,,91151,85901,5250,168743,145310,124596,10979,343,2953,189,527,5723,23433,11579,334,371,46,4,4390,6709,70073,114189,9879,104310,72060,33423,12423,2522,1094,168743,36767,10860,6619,4212,2172,182,53,4241,1462,1106,356,2779,2284,495,25907,16594,12388,3444,669,93,9313,2426,2118,308,6887,6276,611,71.51515,103.0303,109.697,106.0606,90.30303,23.0303,12.12121,101.2121,56.36364,53.33333,15.75758,87.27273,86.66666,18.78788,90.90909,152.7273,172.7273,119.3939,37.57576,16.9697,153.9394,53.93939,41.21212,37.57576,155.1515,155.7576,20.60606
"55061","Kewaunee County, Wisconsin","ACSSF","wi","050","00","0000043",,,,,"55","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55061","Kewaunee County",,,,11188,10994,194,20535,19844,19234,149,73,94,0,53,241,691,312,0,0,35,0,162,182,72328,14628,888,13740,7987,2814,816,174,66,20535,4155,1175,1033,754,246,33,0,142,34,34,0,108,66,42,2980,2468,2009,343,113,3,512,144,141,3,368,320,48,160.6061,197.5758,264.8485,298.7879,240,75.15151,13.33333,246.0606,186.0606,183.0303,56.9697,203.0303,184.2424,67.87878,235.1515,515.7576,510.9091,341.8182,109.697,81.21212,421.8182,229.697,232.1212,68.48485,339.394,327.8788,115.1515
"55063","La Crosse County, Wisconsin","ACSSF","wi","050","00","0000044",,,,,"55","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County",,,,65278,63465,1813,120291,117728,106956,1969,256,5242,38,100,3167,2563,1230,7,89,10,0,680,547,62817,77700,3373,74327,54569,27334,10371,3208,1125,120291,23320,7350,5598,3798,1593,207,0,1752,670,617,53,1082,1023,59,15970,11709,9267,1921,456,65,4261,1140,1083,57,3121,2969,152,270.9091,178.1818,214.5455,220,158.7879,53.33333,6.666667,154.5455,100.6061,97.57576,20.60606,146.0606,128.4848,57.57576,200,383.0303,399.394,247.8788,52.72727,39.39394,336.3636,203.0303,188.4848,51.51515,305.4546,298.7879,52.12121
"55065","Lafayette County, Wisconsin","ACSSF","wi","050","00","0000045",,,,,"55","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55065","Lafayette County",,,,8575,8400,175,16662,15949,15533,100,25,97,0,33,161,713,449,0,2,0,0,116,146,65009,11351,960,10391,5810,2204,694,114,40,16662,3948,1248,950,572,317,24,37,298,126,119,7,172,155,17,2700,2067,1291,572,146,58,633,291,278,13,342,306,36,18.78788,24.24242,35.75758,32.12121,19.39394,7.878788,3.636364,36.9697,35.75758,35.75758,7.878788,22.42424,18.18182,10.90909,24.84848,34.54546,38.18182,19.39394,3.636364,12.12121,33.33333,30.90909,30.90909,7.878788,27.87879,25.45455,10.90909
"55067","Langlade County, Wisconsin","ACSSF","wi","050","00","0000046",,,,,"55","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55067","Langlade County",,,,9365,8830,535,19469,19009,18100,141,167,30,2,34,535,460,135,0,5,0,0,95,225,53313,14259,1417,12842,6987,2276,734,133,23,19469,3680,1123,871,597,227,9,38,252,62,62,0,190,152,38,2557,1772,1366,377,18,11,785,239,205,34,546,459,87,44.84848,70.30303,85.45454,98.78788,64.84849,23.63636,12.12121,76.36364,51.51515,50.90909,7.878788,73.93939,36.36364,70.30303,84.84849,181.2121,225.4545,147.2727,72.72727,4.848485,158.7879,126.0606,125.4545,22.42424,112.7273,103.6364,55.15152
"55069","Lincoln County, Wisconsin","ACSSF","wi","050","00","0000047",,,,,"55","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55069","Lincoln County",,,,14355,13673,682,28378,27803,26753,190,73,89,5,92,601,575,372,4,4,0,0,23,172,61363,21172,1561,19611,10843,3969,1211,262,73,28378,4899,1517,1162,700,396,17,49,355,89,89,0,266,232,34,3382,2403,1852,373,154,24,979,275,260,15,704,632,72,65.45454,51.51515,84.84849,89.69697,64.84849,12.12121,4.848485,80,43.0303,41.81818,7.878788,67.27273,63.0303,22.42424,72.12122,162.4242,143.6364,109.0909,21.21212,7.272727,150.9091,89.09091,90.30303,9.69697,123.0303,113.3333,34.54546
"55071","Manitowoc County, Wisconsin","ACSSF","wi","050","00","0000048",,,,,"55","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County",,,,41718,40836,882,81103,77428,72417,892,305,2114,64,62,1574,3675,2200,108,46,22,0,399,900,61454,58386,4301,54085,32988,12834,3773,959,280,81103,16130,4825,3267,2300,872,74,21,1558,565,565,0,993,688,305,11305,7754,5853,1553,240,108,3551,1044,985,59,2507,1993,514,187.2727,121.8182,160,170.303,143.0303,78.78788,115.7576,110.9091,82.42424,81.81818,8.484848,95.15151,86.66666,46.06061,177.5758,227.2727,220.6061,143.0303,81.21212,58.78788,190.303,158.1818,150.303,38.78788,176.9697,178.7879,36.36364
"55073","Marathon County, Wisconsin","ACSSF","wi","050","00","0000049",,,,,"55","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55073","Marathon County",,,,74657,72270,2387,137597,133467,120755,819,162,7541,48,283,3859,4130,2170,28,70,48,48,937,829,67940,95584,6835,88749,57178,25470,8183,2223,669,137597,30031,9492,7309,5343,1684,275,7,2183,681,613,68,1502,1335,167,20539,15301,12036,2766,437,62,5238,1588,1397,191,3650,3375,275,29.09091,22.42424,41.81818,39.39394,24.24242,3.636364,4.848485,41.21212,11.51515,10.90909,3.030303,41.81818,34.54546,22.42424,28.48485,61.21212,54.54546,52.72727,13.93939,7.272727,64.84849,21.81818,21.21212,7.272727,61.81818,59.39394,25.45455
"55075","Marinette County, Wisconsin","ACSSF","wi","050","00","0000050",,,,,"55","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55075","Marinette County",,,,20124,19265,859,41720,40859,39581,273,139,122,2,5,737,861,402,0,28,6,0,156,269,55694,31126,2663,28463,16488,5509,1639,395,111,41720,7406,2310,1453,907,515,23,8,857,345,334,11,512,261,251,5096,3400,2885,405,70,40,1696,468,441,27,1228,945,283,270.303,254.5455,346.0606,366.6667,338.1818,33.93939,19.39394,344.8485,173.3333,160,51.51515,313.3333,303.0303,153.9394,327.8788,539.3939,494.5454,299.394,90.30303,136.9697,533.9394,366.6667,358.1818,118.7879,498.7879,486.6667,200.6061
"55077","Marquette County, Wisconsin","ACSSF","wi","050","00","0000051",,,,,"55","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55077","Marquette County",,,,7260,6970,290,15515,14928,14406,101,48,84,0,4,285,587,389,0,7,0,0,125,66,55386,11580,981,10599,5534,1592,432,82,29,15515,2804,821,566,397,122,44,3,255,98,80,18,157,126,31,1983,1438,1151,200,77,10,545,166,123,43,379,317,62,61.81818,62.42424,65.45454,54.54546,58.18182,14.54545,18.18182,49.69697,35.75758,24.84848,21.21212,42.42424,36.9697,21.21212,70.30303,90.90909,83.63636,61.21212,22.42424,62.42424,92.72727,63.63636,62.42424,18.18182,80.60606,84.24242,40.60606
"55078","Menominee County, Wisconsin","ACSSF","wi","050","00","0000052",,,,,"55","078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55078","Menominee County",,,,1509,1320,189,4318,3970,437,17,3319,6,0,3,188,348,46,0,301,0,0,1,0,54940,2430,127,2303,1306,446,176,43,0,4318,1262,399,15,11,0,4,0,384,113,77,36,271,208,63,863,287,147,78,52,10,576,227,98,129,349,255,94,287.2727,253.9394,286.6667,275.1515,224.8485,101.8182,49.69697,270.303,184.8485,173.9394,55.75758,262.4243,248.4848,131.5152,292.1212,473.3333,543.0303,293.3333,228.4848,99.39394,464.2424,252.1212,230.9091,91.51515,413.9394,386.6667,193.3333
"55079","Milwaukee County, Wisconsin","ACSSF","wi","050","00","0000053",,,,,"55","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County",,,,476200,452662,23538,939123,790359,463922,245912,3776,41721,255,3282,31491,148764,55721,4191,1409,440,76,53354,33573,54793,623215,67517,555698,377627,201990,73521,21510,9341,939123,214340,72442,34436,22587,10012,1291,546,38006,7873,7024,849,30133,23623,6510,141898,68968,47659,16267,3235,1807,72930,13712,12095,1617,59218,48164,11054,47.87879,33.33333,36.9697,42.42424,27.87879,6.666667,12.72727,38.78788,22.42424,13.33333,18.78788,32.12121,32.12121,13.33333,53.93939,82.42424,70.30303,57.57576,27.27273,12.12121,66.06061,49.69697,49.09091,15.15152,37.57576,35.75758,14.54545
"55081","Monroe County, Wisconsin","ACSSF","wi","050","00","0000054",,,,,"55","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55081","Monroe County",,,,22293,21713,580,46091,43771,41155,801,422,314,0,47,1032,2320,1018,31,50,0,0,867,354,63061,31074,2881,28193,17004,6426,2052,529,175,46091,11213,3427,2525,1498,803,50,174,902,431,423,8,471,402,69,7786,5412,3564,1478,162,208,2374,693,636,57,1681,1549,132,140,121.8182,176.3636,226.0606,144.8485,21.81818,13.33333,135.7576,65.45454,64.24242,3.636364,122.4242,124.2424,35.75758,198.7879,345.4546,346.0606,246.0606,50.90909,7.878788,341.2121,229.697,229.697,29.09091,238.7879,232.7273,41.81818
"55083","Oconto County, Wisconsin","ACSSF","wi","050","00","0000055",,,,,"55","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55083","Oconto County",,,,19767,19330,437,38691,37897,36438,139,285,134,0,5,896,794,406,0,182,0,0,36,170,68426,28466,2228,26238,14426,4854,1103,156,21,38691,7344,2108,1686,1375,280,8,23,422,191,175,16,231,182,49,5236,3544,2857,542,97,48,1692,669,586,83,1023,763,260,172.1212,125.4545,135.1515,153.3333,115.1515,23.0303,33.93939,125.4545,63.63636,61.81818,12.72727,107.2727,84.84849,54.54546,167.2727,263.0303,281.8182,137.5758,54.54546,103.6364,223.0303,123.6364,122.4242,10.30303,199.3939,150.9091,133.9394
"55085","Oneida County, Wisconsin","ACSSF","wi","050","00","0000056",,,,,"55","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55085","Oneida County",,,,17393,16968,425,37468,36830,35364,175,508,140,4,130,509,638,418,22,4,0,0,48,146,62660,28668,1529,27139,18060,7682,2810,709,201,37468,6309,1879,1491,1019,443,29,0,388,140,116,24,248,206,42,4430,3317,2561,587,137,32,1113,235,140,95,878,838,40,46.06061,75.15151,80,54.54546,27.27273,46.06061,9.090909,46.06061,29.09091,29.09091,2.424242,43.0303,43.0303,20,81.21212,82.42424,88.48485,26.66667,66.66666,2.424242,106.6667,55.75758,55.15152,4.242424,100.6061,76.9697,75.15151
"55087","Outagamie County, Wisconsin","ACSSF","wi","050","00","0000057",,,,,"55","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County",,,,105768,102449,3319,189620,180849,164124,2499,2273,6612,42,332,4967,8771,3644,181,264,65,5,2844,1768,72695,128961,7344,121617,82102,39588,12072,3047,1060,189620,43338,13875,10591,7597,2768,226,0,3284,1425,1301,124,1859,1624,235,29463,22650,17625,4254,597,174,6813,2188,1977,211,4625,4078,547,81.81818,66.66666,96.36364,84.24242,89.09091,7.272727,9.090909,93.33334,62.42424,62.42424,6.060606,78.78788,79.39394,18.18182,89.09091,158.7879,163.6364,80.60606,50.90909,18.18182,141.8182,104.8485,75.75758,72.72727,103.0303,103.0303,18.18182
"55089","Ozaukee County, Wisconsin","ACSSF","wi","050","00","0000058",,,,,"55","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County",,,,49532,48144,1388,91029,88025,82372,1135,134,1914,93,42,2335,3004,1344,71,0,0,0,655,934,86915,63634,1678,61956,48704,32097,12451,4410,1598,91029,18504,5298,4421,2960,1320,134,7,877,268,245,23,609,468,141,13206,10140,8095,1793,178,74,3066,1068,944,124,1998,1884,114,149.697,148.4848,206.6667,224.2424,184.2424,32.12121,13.33333,209.0909,132.1212,115.7576,50.90909,141.2121,116.9697,69.09091,204.8485,366.0606,373.3333,236.9697,56.36364,41.81818,327.2727,180,175.1515,59.39394,298.7879,314.5454,99.39394
"55091","Pepin County, Wisconsin","ACSSF","wi","050","00","0000059",,,,,"55","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55091","Pepin County",,,,3710,3615,95,7328,7162,7016,27,22,29,5,4,59,166,98,0,0,0,0,31,37,63015,5289,404,4885,2957,1198,335,68,17,7328,1495,498,297,219,73,0,5,201,109,109,0,92,64,28,997,757,646,85,9,17,240,121,121,0,119,102,17,47.87879,29.69697,38.78788,47.27273,50.30303,4.242424,9.69697,40,19.39394,18.78788,9.090909,35.15152,33.93939,11.51515,48.48485,121.8182,99.39394,84.84849,21.21212,12.12121,115.7576,78.78788,78.18182,4.848485,87.87878,87.87878,7.272727
"55093","Pierce County, Wisconsin","ACSSF","wi","050","00","0000060",,,,,"55","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55093","Pierce County",,,,24070,23325,745,42204,41183,39226,284,97,502,9,39,1026,1021,476,22,10,2,1,219,291,78341,26651,1302,25349,17077,7833,2580,783,285,42204,8520,2331,1810,1403,371,36,0,521,234,222,12,287,179,108,6189,4749,3772,752,220,5,1440,639,600,39,801,686,115,50.90909,42.42424,72.12122,100.6061,101.2121,14.54545,11.51515,61.81818,31.51515,26.66667,16.9697,60.60606,50.90909,32.72727,49.09091,114.5455,120,98.18182,26.06061,15.75758,112.7273,61.21212,60.60606,17.57576,99.39394,92.12122,65.45454
"55095","Polk County, Wisconsin","ACSSF","wi","050","00","0000061",,,,,"55","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55095","Polk County",,,,23119,22192,927,44806,43918,42286,156,244,172,10,97,953,888,480,29,35,0,0,112,232,67878,32523,2004,30519,18787,7246,2161,513,189,44806,8830,2584,1798,1308,452,32,6,786,231,217,14,555,488,67,6246,4268,3211,953,93,11,1978,734,707,27,1244,1137,107,55.75758,57.57576,67.87878,83.0303,53.93939,20.60606,87.27273,55.15152,27.87879,22.42424,15.15152,45.45454,40,23.0303,72.12122,144.8485,135.7576,86.06061,31.51515,129.0909,127.8788,56.9697,58.78788,21.21212,120,113.3333,27.27273
